sys_id_item;item;status;derivados;variavel;tipo;coleta_dado;alteracao;codigo;variavel_nova;pergunta_variavel_nova;derivado_afetado;flow_workflow_do_item;fluxo_le_variavel (sim/não);observacoes_servicenow
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";if_you_have_more_than_one_transport_card_attach_it_here;anexo;sim;unida;substituida_por;nova_anexo_cartao_transporte;Envie a foto do(s) seu(s) cartão(ões) de transporte.;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_already_have_a_vt_card;sim/não;sim;fora do derivado;sem_vars;;;Cancelar vale-transporte ou fretado;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_benefit_type;lista;sim;fora do derivado;sem_vars;;;Recusar vale-transporte (novo colaborador);"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_already_have_a_vt_card;sim/não;sim;fora do derivado;sem_vars;;;Recusar vale-transporte (novo colaborador);"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
9869b07c1bbf1114d1abda4ce54bcb13;Devolução do Aviso de Férias;dividido;"Dar ciência das minhas férias programadas
Devolver aviso de férias da minha equipe";v_i_confirm_added_all;checkbox;sim;fora do derivado;sem_vars;;;Dar ciência das minhas férias programadas;flow disparado: EY: Return of Vacation Notice (específico do item, published, 5 execuções);;
9869b07c1bbf1114d1abda4ce54bcb13;Devolução do Aviso de Férias;dividido;"Dar ciência das minhas férias programadas
Devolver aviso de férias da minha equipe";v_vacation_start_date;data;sim;fora do derivado;sem_vars;;;Devolver aviso de férias da minha equipe;flow disparado: EY: Return of Vacation Notice (específico do item, published, 5 execuções);;
9869b07c1bbf1114d1abda4ce54bcb13;Devolução do Aviso de Férias;dividido;"Dar ciência das minhas férias programadas
Devolver aviso de férias da minha equipe";v_aware_vacation;checkbox;sim;fora do derivado;sem_vars;;;Devolver aviso de férias da minha equipe;flow disparado: EY: Return of Vacation Notice (específico do item, published, 5 execuções);;
02733af71bb43910d1abda4ce54bcb4c;Emissão de Notas Fiscais de Industrialização;conversacional;Solicitar nota fiscal de remessa para industrialização;v_attachment;custom;sim;unida;substituida_por;nova_anexo;Envie a planilha ou o PDF da nota fiscal;todos;"flow disparado: EY: Issuance of Industrialization Invoices (específico do item, published, 18 execuções)
flow disparado: EY: TAX - Send notifications to external (Issuance of Industrialization Invoices) (específico do item, published, 18 execuções)";;
02733af71bb43910d1abda4ce54bcb4c;Emissão de Notas Fiscais de Industrialização;conversacional;Solicitar nota fiscal de remessa para industrialização;v_yes;checkbox;sim;unida;substituida_por;nova_anexo;Envie a planilha ou o PDF da nota fiscal;todos;"flow disparado: EY: Issuance of Industrialization Invoices (específico do item, published, 18 execuções)
flow disparado: EY: TAX - Send notifications to external (Issuance of Industrialization Invoices) (específico do item, published, 18 execuções)";;
71d664751b542550d1abda4ce54bcb0f;Informações ou dúvidas relacionadas à Licenças e Ausências;conversacional;Tirar dúvida sobre licenças e ausências;contextual_search_results;custom;sim;removida;visual;;;todos;"flow disparado: Questions or Information Leaves and Absences ​ (específico do item, published, 4 execuções)
flow disparado: EY: Reopen Flow HTR - N2 (específico do item, published, 0 execuções)";;
71d664751b542550d1abda4ce54bcb0f;Informações ou dúvidas relacionadas à Licenças e Ausências;conversacional;Tirar dúvida sobre licenças e ausências;ai_search_assist;custom;sim;removida;visual;;;todos;"flow disparado: Questions or Information Leaves and Absences ​ (específico do item, published, 4 execuções)
flow disparado: EY: Reopen Flow HTR - N2 (específico do item, published, 0 execuções)";;
96ae57af1b9c61d0d1abda4ce54bcbe7;Informações sobre Cartão Corporativo;dividido;"Tirar dúvida sobre cartão corporativo
Avisar viagem internacional com cartão corporativo";v_what_is_the_destination_of_the_international_trip;texto;sim;fora do derivado;sem_vars;;;Tirar dúvida sobre cartão corporativo;flow disparado: EY: Corporate Card Information (específico do item, published, 10 execuções);;
96ae57af1b9c61d0d1abda4ce54bcbe7;Informações sobre Cartão Corporativo;dividido;"Tirar dúvida sobre cartão corporativo
Avisar viagem internacional com cartão corporativo";v_what_is_the_start_date_of_the_trip;data;sim;fora do derivado;sem_vars;;;Tirar dúvida sobre cartão corporativo;flow disparado: EY: Corporate Card Information (específico do item, published, 10 execuções);;
96ae57af1b9c61d0d1abda4ce54bcbe7;Informações sobre Cartão Corporativo;dividido;"Tirar dúvida sobre cartão corporativo
Avisar viagem internacional com cartão corporativo";v_what_is_the_end_date_of_the_trip;data;sim;fora do derivado;sem_vars;;;Tirar dúvida sobre cartão corporativo;flow disparado: EY: Corporate Card Information (específico do item, published, 10 execuções);;
96ae57af1b9c61d0d1abda4ce54bcbe7;Informações sobre Cartão Corporativo;dividido;"Tirar dúvida sobre cartão corporativo
Avisar viagem internacional com cartão corporativo";v_which_audience_do_you_belong_to;lista;sim;fora do derivado;sem_vars;;;Tirar dúvida sobre cartão corporativo;flow disparado: EY: Corporate Card Information (específico do item, published, 10 execuções);;
96ae57af1b9c61d0d1abda4ce54bcbe7;Informações sobre Cartão Corporativo;dividido;"Tirar dúvida sobre cartão corporativo
Avisar viagem internacional com cartão corporativo";v_what_type_of_doubt_do_you_have;lista;sim;fora do derivado;sem_vars;;;Avisar viagem internacional com cartão corporativo;flow disparado: EY: Corporate Card Information (específico do item, published, 10 execuções);;
96ae57af1b9c61d0d1abda4ce54bcbe7;Informações sobre Cartão Corporativo;dividido;"Tirar dúvida sobre cartão corporativo
Avisar viagem internacional com cartão corporativo";v_describe_your_question;texto longo;sim;fora do derivado;sem_vars;;;Avisar viagem internacional com cartão corporativo;flow disparado: EY: Corporate Card Information (específico do item, published, 10 execuções);;
5c8fbbfe1b754e90d1abda4ce54bcba5;Solicitação de compras descentralizadas;dividido;"Solicitar requisição de compra descentralizada (PR ou CW)
Solicitar criação e aceite de folha de serviço (compra descentralizada)";v_attach_completed_template;anexo;sim;fora do derivado;sem_vars;;;Solicitar criação e aceite de folha de serviço (compra descentralizada);"flow disparado: EY: Request for decentralized purchases (específico do item, draft, inativo, 0 execuções)
flow disparado: EY: Fill HUB Records (específico do item, published, 0 execuções)
flow disparado: EY: Request for decentralized purchases - Creation and Acceptance of Service Sheet (específico do item, published, 40 execuções)
flow disparado: EY: Request for decentralized purchases - PR creation (específico do item, draft, inativo, 0 execuções)
flow disparado: EY: Request for decentralized purchases - PR creation - Part 1 (específico do item, published, 39 execuções)
flow disparado: EY: Request for decentralized purchases - PR creation (específico do item, published, 0 execuções)";;
5c8fbbfe1b754e90d1abda4ce54bcba5;Solicitação de compras descentralizadas;dividido;"Solicitar requisição de compra descentralizada (PR ou CW)
Solicitar criação e aceite de folha de serviço (compra descentralizada)";v_attach_supplier_email_with_commercial_proposal;anexo;sim;fora do derivado;sem_vars;;;Solicitar criação e aceite de folha de serviço (compra descentralizada);"flow disparado: EY: Request for decentralized purchases (específico do item, draft, inativo, 0 execuções)
flow disparado: EY: Fill HUB Records (específico do item, published, 0 execuções)
flow disparado: EY: Request for decentralized purchases - Creation and Acceptance of Service Sheet (específico do item, published, 40 execuções)
flow disparado: EY: Request for decentralized purchases - PR creation (específico do item, draft, inativo, 0 execuções)
flow disparado: EY: Request for decentralized purchases - PR creation - Part 1 (específico do item, published, 39 execuções)
flow disparado: EY: Request for decentralized purchases - PR creation (específico do item, published, 0 execuções)";;
4b499a951b84a558a530426fe54bcb84;Solicitação para tratativa de pagamentos Varejo;conversacional;Solicitar pagamento do varejo (lojas);v_request_type;lista;sim;substituída;substituida_por;v_request_type_tbs;;todos;flow disparado: EY: Request for handling Retail payments (específico do item, published, 2 execuções);;
0d5a7420874f3a10017d65790cbb354e;Treinamentos Normativos;dividido;"Mapear treinamento normativo (NR) para colaborador
Desmapear treinamento normativo (NR) de colaborador
Solicitar relatório ou certificado de treinamento normativo (NR)";select_which_trainings_should_be_mapped;lista lookup;sim;fora do derivado;sem_vars;;;Desmapear treinamento normativo (NR) de colaborador;"flow disparado: EY: Portal Notification - Escalation (genérico, published, 0 execuções)
flow disparado: ACN: Notifications for Effective Calendar (genérico, published, 23 execuções)
flow disparado: EY: Reopen Flow HTR (genérico, published, 47 execuções)
flow disparado: EY: Close OLA task - Hispanic (genérico, published, 0 execuções)
flow disparado: EY: HTR - Update case to active SLA conditions (genérico, published, 17 execuções)
flow disparado: ACN: Contract Termination (genérico, published, inativo, 0 execuções)
flow disparado: EY: Close OLA task (genérico, published, 4 execuções)
flow disparado: EY: Portal Portal Notification Hispanic - Opening (genérico, published, 4 execuções)
flow disparado: EY: Reopen Flow PTP - Consulta de Fornecedores (genérico, draft, inativo, 0 execuções)";;
0d5a7420874f3a10017d65790cbb354e;Treinamentos Normativos;dividido;"Mapear treinamento normativo (NR) para colaborador
Desmapear treinamento normativo (NR) de colaborador
Solicitar relatório ou certificado de treinamento normativo (NR)";select_mapping_type;lista;sim;fora do derivado;sem_vars;;;Desmapear treinamento normativo (NR) de colaborador;"flow disparado: EY: Portal Notification - Escalation (genérico, published, 0 execuções)
flow disparado: ACN: Notifications for Effective Calendar (genérico, published, 23 execuções)
flow disparado: EY: Reopen Flow HTR (genérico, published, 47 execuções)
flow disparado: EY: Close OLA task - Hispanic (genérico, published, 0 execuções)
flow disparado: EY: HTR - Update case to active SLA conditions (genérico, published, 17 execuções)
flow disparado: ACN: Contract Termination (genérico, published, inativo, 0 execuções)
flow disparado: EY: Close OLA task (genérico, published, 4 execuções)
flow disparado: EY: Portal Portal Notification Hispanic - Opening (genérico, published, 4 execuções)
flow disparado: EY: Reopen Flow PTP - Consulta de Fornecedores (genérico, draft, inativo, 0 execuções)";;
0d5a7420874f3a10017d65790cbb354e;Treinamentos Normativos;dividido;"Mapear treinamento normativo (NR) para colaborador
Desmapear treinamento normativo (NR) de colaborador
Solicitar relatório ou certificado de treinamento normativo (NR)";select_which_trainings_should_be_mapped;lista lookup;sim;fora do derivado;sem_vars;;;Solicitar relatório ou certificado de treinamento normativo (NR);"flow disparado: EY: Portal Notification - Escalation (genérico, published, 0 execuções)
flow disparado: ACN: Notifications for Effective Calendar (genérico, published, 23 execuções)
flow disparado: EY: Reopen Flow HTR (genérico, published, 47 execuções)
flow disparado: EY: Close OLA task - Hispanic (genérico, published, 0 execuções)
flow disparado: EY: HTR - Update case to active SLA conditions (genérico, published, 17 execuções)
flow disparado: ACN: Contract Termination (genérico, published, inativo, 0 execuções)
flow disparado: EY: Close OLA task (genérico, published, 4 execuções)
flow disparado: EY: Portal Portal Notification Hispanic - Opening (genérico, published, 4 execuções)
flow disparado: EY: Reopen Flow PTP - Consulta de Fornecedores (genérico, draft, inativo, 0 execuções)";;
0d5a7420874f3a10017d65790cbb354e;Treinamentos Normativos;dividido;"Mapear treinamento normativo (NR) para colaborador
Desmapear treinamento normativo (NR) de colaborador
Solicitar relatório ou certificado de treinamento normativo (NR)";select_mapping_type;lista;sim;fora do derivado;sem_vars;;;Solicitar relatório ou certificado de treinamento normativo (NR);"flow disparado: EY: Portal Notification - Escalation (genérico, published, 0 execuções)
flow disparado: ACN: Notifications for Effective Calendar (genérico, published, 23 execuções)
flow disparado: EY: Reopen Flow HTR (genérico, published, 47 execuções)
flow disparado: EY: Close OLA task - Hispanic (genérico, published, 0 execuções)
flow disparado: EY: HTR - Update case to active SLA conditions (genérico, published, 17 execuções)
flow disparado: ACN: Contract Termination (genérico, published, inativo, 0 execuções)
flow disparado: EY: Close OLA task (genérico, published, 4 execuções)
flow disparado: EY: Portal Portal Notification Hispanic - Opening (genérico, published, 4 execuções)
flow disparado: EY: Reopen Flow PTP - Consulta de Fornecedores (genérico, draft, inativo, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";link;rótulo rich text;não;removida;texto_movido_descricao;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_fill_request;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_subscribing;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_transport_subscribing;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_transport_line_update;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_cancel_transport_voucher;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_cancel_charter;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_cancel_transport_voucher_and_charter;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";legenda_linha_onibus;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";legenda_vt;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_transport_infos;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";v_label_chartered;rótulo rich text;não;removida;visual;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";responsability_terms;rótulo;não;removida;texto_movido_descricao;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;dividido;"Aderir ao vale-transporte ou fretado
Alterar linhas do vale-transporte ou fretado
Cancelar vale-transporte ou fretado
Recusar vale-transporte (novo colaborador)";termos_de_responsabilidade;rótulo;não;removida;texto_movido_descricao;;;todos;"flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered (específico do item, published, 25 execuções)
flow disparado: EY: Adhesion, Amendment or Cancellation of the Transport Voucher and Chartered - Set attachment (específico do item, published, 0 execuções)";;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;conversacional;Solicitar comprovante de pagamento internacional;v_fill_informations;rótulo rich text;não;removida;visual;;;todos;flow disparado: EY: Proof of International Payment (específico do item, published, 4 execuções);;
